event_count,event_rate_per_wear_hour,total_duration_min,duration_rate_per_wear_hour,duration_mean,duration_median,max_event_duration_sec,duration_std,night_ratio,interval_mean,interval_std,sleep_disruption_count,wear_completeness_ratio,history_days_available,breed_or_size_class,rolling_mean_3d,rolling_mean_7d,rolling_mean_14d,rolling_mean_30d,rolling_std_3d,rolling_std_7d,rolling_std_14d,rolling_std_30d,pet_id,date,c_tier,questionnaire_behavior,owner_reported_scratch_count_bucket,owner_reported_scratch_duration_bucket,skin_redness_level,skin_pigment_abnormal,skin_lesion_severity,odor_level,hair_loss_spot_count_level,hair_loss_max_diameter_level,coat_quality_level,s_tier
12.0,0.7224563515954244,1.5175777395843177,0.09136530641687644,7.5878886979215885,7.793018692297759,10.93345309971636,2.303456488820669,0.75,4238.272727272727,7809.5951715695,9.0,0.6920833333333333,2,金毛,0.5786194801455383,,,,0.20341605437374438,,,,chronic_high_severe_goldendoodle_start_01,2026-01-02,C1,answered_consistent,1,0,2,1,2,2,0,2,1,S2
9.0,0.44291338582677164,1.2741718472834864,0.06270530744505347,8.494478981889909,8.542401390026704,10.94498915986268,1.7142568861886205,0.6666666666666666,8777.5,16230.055229419277,6.0,0.8466666666666667,3,金毛,0.5333841153726161,0.5333841153726161,,,0.16379181990230485,0.16379181990230485,,,chronic_high_severe_goldendoodle_start_01,2026-01-03,C1,answered_consistent,1,0,2,1,2,1,1,1,3,S2
17.0,0.804162724692526,1.977166480300116,0.09352726964522781,6.978234636353351,6.940453178736112,10.763478456247654,1.4681272384707487,0.8235294117647058,3414.8125,8313.11797867345,10.0,0.8808333333333334,5,金毛,0.6210632848650423,0.6040857629772407,,,0.1806755231713865,0.1649448031875902,,,chronic_high_severe_goldendoodle_start_01,2026-01-05,C1,answered_consistent,1,1,1,1,3,2,2,1,1,S2
15.0,0.7433102081268583,2.134875088998885,0.10579162978190708,8.53950035599554,9.04796810787998,11.17778316256314,2.3247274613184152,0.8,4830.714285714285,11527.71097603244,10.0,0.8408333333333333,6,金毛,0.721195558965071,0.6272898371688437,,,0.09595518776182124,0.15810124867758246,,,chronic_high_severe_goldendoodle_start_01,2026-01-06,C2,answered_consistent,1,1,1,1,1,0,0,0,1,S1
7.0,0.3954802259887006,0.9681693083226883,0.05469883097868296,8.298594071337329,8.665373976118227,10.99449198229454,1.8332802367139736,0.5714285714285714,4673.166666666667,5540.044777697098,4.0,0.7374999999999999,12,金毛,0.6395702049343689,0.6479621417602817,0.629680317267348,,0.30139520201483705,0.1869249884596653,0.17164652951826925,,chronic_high_severe_goldendoodle_start_01,2026-01-12,C1,answered_consistent,0,1,2,0,3,2,1,2,2,S2
12.0,0.714711137581894,1.4976354175057187,0.08919805941070391,7.488177087528594,7.773764476363434,9.892249781222189,1.9409355851852548,0.75,5873.0,11297.112744574888,9.0,0.6995833333333333,13,金毛,0.5523238121582014,0.6438765602538582,0.6362211495992361,,0.15968764358222648,0.18479404694303384,0.1660225662666,,chronic_high_severe_goldendoodle_start_01,2026-01-13,C1,answered_consistent,1,0,1,0,2,1,0,0,0,S1
7.0,0.4191616766467066,0.9602740783663362,0.057501441818343484,8.230920671711454,7.706065971031203,10.524043165672772,2.4489520027023626,0.5714285714285714,10411.166666666666,12720.67245885828,4.0,0.6958333333333333,14,金毛,0.5097843467391004,0.6198054915335962,0.6207169015311982,,0.17786636832229274,0.20337711557250027,0.16973086864010678,,chronic_high_severe_goldendoodle_start_01,2026-01-14,C1,answered_consistent,1,1,2,1,2,2,0,2,2,S2
9.0,0.5347593582887701,1.0998892141884142,0.06535289448534845,7.332594761256094,7.084053406394697,10.938051128762272,1.9888341078617358,0.6666666666666666,9359.125,11705.573890646072,6.0,0.7012499999999999,15,金毛,0.5562107241724569,0.6167021102508965,0.6278580979307067,0.6149863986483697,0.14893787895789587,0.20466606961219666,0.16328704442107647,0.16505572658351086,chronic_high_severe_goldendoodle_start_01,2026-01-15,C1,answered_consistent,1,1,2,0,1,2,1,1,2,S2
12.0,0.554016620498615,1.7288635718363652,0.07981826278099562,8.644317859181827,8.500109656184478,11.083836960510668,1.8499811854700485,0.75,5346.272727272727,8684.1636441483,9.0,0.9025,17,金毛,0.5119344158169244,0.5159909086531549,0.6161205373406929,0.6015199922875029,0.05702993819620381,0.10869730135540374,0.1616465177849012,0.16012733873787763,chronic_high_severe_goldendoodle_start_01,2026-01-17,C1,answered_consistent,1,0,2,0,2,1,2,1,2,S2
15.0,0.896057347670251,1.5916177352631873,0.09507871775765755,6.366470941052749,6.427787322526402,10.20675366302653,1.7726685818524723,0.8,4444.857142857143,9878.80828452749,10.0,0.6974999999999999,18,金毛,0.6323670789440848,0.5658876621911894,0.6361165090260087,0.6178831786976555,0.23454444934209973,0.18118376641231185,0.17812088173186383,0.1701530310952609,chronic_high_severe_goldendoodle_start_01,2026-01-18,C1,answered_consistent,1,0,2,1,2,2,1,1,2,S2
15.0,0.7015902712815716,1.9521383572944941,0.09130675197822705,7.808553429177977,7.177780176416882,11.333879558481636,2.825385610875923,0.8,4782.071428571428,9649.634000937074,10.0,0.8908333333333333,19,金毛,0.7172214131501459,0.6096176686615996,0.6287899052109406,0.6222888151494407,0.17155528032710618,0.16978204302753577,0.17270415028458233,0.16647038645154372,chronic_high_severe_goldendoodle_start_01,2026-01-19,C1,answered_consistent,1,1,0,1,2,2,0,0,1,S1
6.0,0.2733485193621868,0.6996566987157746,0.0318750204426321,6.996566987157746,5.167044088859706,11.3552581139331,3.2909475692137353,0.5,13124.4,14956.83490047276,3.0,0.9145833333333333,20,金毛,0.623665379438003,0.5465658660587842,0.5952212131563211,0.604841800360078,0.3185840356794804,0.2029610995930925,0.19319083542889237,0.17983828637779947,chronic_high_severe_goldendoodle_start_01,2026-01-20,C1,answered_consistent,1,1,2,0,2,2,1,1,2,S2
6.0,0.335195530726257,0.7852889128368326,0.04387088898529791,7.852889128368325,8.302825805429663,9.912684931645774,1.8661145141416304,0.5,10863.0,17927.13081337892,3.0,0.7458333333333332,23,金毛,0.40668762795524876,0.5207250918111959,0.5485318356187312,0.578995603959448,0.18192299884664714,0.2384308405732737,0.21624331839623476,0.1886696203166059,chronic_high_severe_goldendoodle_start_01,2026-01-23,C1,answered_consistent,1,0,2,0,1,2,1,1,2,S2
15.0,0.7396449704142012,1.921513653423117,0.094749193955775,7.686054613692468,8.089180306889375,11.1457353442925,2.6701808126532227,0.8,3897.6428571428573,10860.92870014309,11.0,0.8450000000000001,25,金毛,0.5499612097916918,0.501384253308332,0.5336359577497606,0.585263479588645,0.20338796495996564,0.2030479632741849,0.18788265768377826,0.1834800906834718,chronic_high_severe_goldendoodle_start_01,2026-01-25,C1,answered_consistent,2,0,1,0,1,2,1,0,1,S1
14.0,0.667302192564347,1.9001325009995254,0.09056875600569711,8.14342500428368,8.785853407955264,11.26605360280785,2.4314092064854482,0.7857142857142857,2031.3846153846155,4299.285961080971,10.0,0.8741666666666666,28,金毛,0.5695884222317659,0.518574188099218,0.5464511167839033,0.5835840091575507,0.1434837720660865,0.1806382243473434,0.18327632570668398,0.17740850316057036,chronic_high_severe_goldendoodle_start_01,2026-01-28,C1,answered_consistent,2,1,2,0,2,2,1,1,2,S2
14.0,0.830860534124629,1.7070818923360176,0.10131049806148472,7.316065252868647,7.278893807470553,10.914434773739108,1.7794501454515828,0.7857142857142857,5177.307692307692,10784.13733495506,10.0,0.7020833333333334,29,金毛,0.6343403420947059,0.5985013471707147,0.5676012007721789,0.5921107858805534,0.21490541790707907,0.1767651985598978,0.19829314062702524,0.18016155318726743,chronic_high_severe_goldendoodle_start_01,2026-01-29,C1,answered_consistent,2,1,2,0,2,2,0,1,1,S2
8.0,0.4034291477559254,0.9324098602052587,0.04702016440772863,6.993073951539441,6.163496514984649,10.131639081135644,2.2462181620232213,0.625,7761.714285714285,8973.276208741563,5.0,0.8262499999999999,30,金毛,0.6338639581483004,0.6082490067463816,0.5644870492787887,0.5858213979430659,0.215668690713128,0.16100398777263242,0.2006606058824669,0.18034863320403158,chronic_high_severe_goldendoodle_start_01,2026-01-30,C1,answered_consistent,1,1,0,1,1,0,0,0,1,S0
9.0,0.4398826979472141,1.1375054813336234,0.05559655333986429,7.58336987555749,8.128961043294495,11.252224619088125,2.4355952756417403,0.6666666666666666,5090.5,6234.269524170414,6.0,0.8525,31,金毛,0.5580574599425895,0.588940373848181,0.5563346262394029,0.585991400918118,0.23695643754235882,0.17328614337384096,0.20341828264075468,0.18020369477699358,chronic_high_severe_goldendoodle_start_01,2026-01-31,C1,answered_consistent,1,0,0,0,0,0,0,0,0,S0
13.0,0.7960808328230252,1.5474808833758105,0.09476306695504046,7.142219461734509,6.001999504142779,11.38675469730434,2.8798945625988592,0.7692307692307693,4777.416666666667,10215.529179133218,10.0,0.6804166666666666,32,金毛,0.5464642261753881,0.5970026399065845,0.5491934466074582,0.5884455502923712,0.21694135858820957,0.18253256252537656,0.1920095622871297,0.1826115132042231,chronic_high_severe_goldendoodle_start_01,2026-02-01,C1,answered_consistent,1,0,1,0,1,1,0,0,1,S1
15.0,0.8498583569405099,1.7518707536710252,0.09925613335246602,7.007483014684101,7.001582023572345,10.697876914637693,2.13434828965811,0.0,1871.7142857142858,3345.0217899903437,0.0,0.7354166666666666,33,金毛,0.6952739625702499,0.6274674373929703,0.5597840241545252,0.6020103826628292,0.2228037904959578,0.2064702463071563,0.20472948147437056,0.18650126024865915,chronic_high_severe_goldendoodle_start_01,2026-02-02,C1,answered_consistent,1,0,2,0,2,3,1,1,2,S2
18.0,0.8352668213457076,1.9767507163068279,0.0917285715223586,6.589169054356093,6.037450324274932,11.025662851937284,2.1430954614134996,0.8333333333333334,3802.705882352941,8177.736690801622,10.0,0.8979166666666667,34,金毛,0.8270686703697475,0.6889543690716227,0.5999210457247768,0.6093154852384919,0.027810299973569572,0.19276109221437998,0.19926322632235927,0.19130293793645445,chronic_high_severe_goldendoodle_start_01,2026-02-03,C2,answered_consistent,2,0,2,1,3,3,2,1,3,S2
12.0,0.5893909626719057,1.3966952275209048,0.06859996205898354,6.983476137604524,7.172976369179231,10.750582979839978,1.952544921165961,0.75,5397.636363636364,11604.785081028407,9.0,0.8483333333333333,35,金毛,0.758172046986041,0.6778241933727024,0.5981991907359602,0.6021564265044712,0.14635067148614286,0.1964340099112487,0.19924104162848733,0.18774538738522184,chronic_high_severe_goldendoodle_start_01,2026-02-04,C2,answered_consistent,1,1,2,1,2,2,1,1,2,S2
5.0,0.38109756097560976,0.2720953158263511,0.020738972242862128,3.2651437899162135,2.9428009886527486,4.465049811493214,0.8709420375191969,0.4,10492.0,6110.0953347717905,2.0,0.5466666666666666,3,金毛,0.24081899311119825,0.24081899311119825,,,0.1319184742444539,0.1319184742444539,,,cold_start_loose_days_cyclical_09,2026-01-03,C1,answered_conflicting_worse,1,0,2,1,2,2,1,0,2,S2
11.0,0.5795574288724974,0.6798228190825133,0.0358178513742104,3.7081244677228,3.964544636569088,4.807305328730212,0.8510053857294314,0.18181818181818182,7211.3,6156.705418484792,2.0,0.7908333333333334,4,金毛,0.3942512746097429,0.32550360205152307,,,0.17909195096990196,0.20071768199013437,,,cold_start_loose_days_cyclical_09,2026-01-04,C1,answered_conflicting_worse,2,0,1,0,2,1,1,0,2,S2
2.0,0.1557632398753894,0.1068044553832266,0.008318104001808924,3.204133661496798,3.204133661496798,4.322409055552456,1.5814802287416294,1.0,500.0,0.0,2.0,0.535,10,金毛,0.31779734683787236,0.4347587133089576,0.3765767972496298,,0.2583230690550993,0.3375150867147854,0.29763700148975525,,cold_start_loose_days_cyclical_09,2026-01-10,C1,answered_conflicting_worse,0,0,2,1,3,3,2,3,3,S2
11.0,0.6090808416389812,0.8339450290856395,0.04617635819964781,4.548791067739852,4.588089251117271,6.0856438729771245,1.0701713374824595,0.0,4990.7,6261.206513923654,0.0,0.7525,22,金毛,0.40470213724402915,0.3239009645876751,0.27950105225813054,0.3336859555797751,0.1902006444932295,0.13981841003290435,0.13645052922291673,0.2229827274480696,cold_start_loose_days_cyclical_09,2026-01-22,C1,answered_conflicting_worse,1,0,2,1,3,3,2,2,2,S2
9.0,0.47846889952153115,0.6767676074562011,0.03597913915237646,4.511784049708008,5.364213498373875,6.029935357535821,1.3963192904049901,0.0,4964.0,6446.075240020085,0.0,0.78375,23,金毛,0.4865640728553826,0.34880562837055634,0.3006825135468338,0.33998086618593837,0.11867643399121958,0.15080563287723237,0.14299820861324017,0.21993779458486698,cold_start_loose_days_cyclical_09,2026-01-23,C1,answered_conflicting_worse,1,1,2,0,2,3,1,1,1,S2
12.0,0.5219660722053067,0.7140389602916642,0.031058675958750077,3.5701948014583214,3.394024163878319,4.945947496728824,0.8785503433225934,0.25,6482.272727272727,5594.175072680659,3.0,0.9579166666666666,26,金毛,0.4431159494817381,0.4317033085284047,0.3641986231625473,0.3518810681046845,0.40942562150068046,0.2621628643888586,0.2021911038565603,0.23897156040534737,cold_start_loose_days_cyclical_09,2026-01-26,C1,answered_conflicting_worse,1,1,2,0,3,3,1,2,3,S2
13.0,0.7344632768361582,0.7340513493001979,0.04147182764407898,3.3879293044624514,3.322512407911013,4.822316109059888,0.9925204651749716,0.07692307692307693,4993.416666666667,4346.182222332863,1.0,0.7374999999999999,27,金毛,0.4188097830138216,0.5033576205496457,0.38722543493027917,0.36605077953918347,0.37794178289128705,0.26726077837680096,0.22512140402410513,0.24562582816492362,cold_start_loose_days_cyclical_09,2026-01-27,C2,answered_conflicting_worse,1,1,2,1,3,3,2,2,3,S2
11.0,0.5018248175182481,0.7142162714967469,0.032582859101128965,3.895725117254983,3.764247177319537,5.765324785620381,1.1298386855061184,0.2727272727272727,6543.4,5025.892999258938,3.0,0.9133333333333334,1,金毛,,,,,,,,,cold_start_sparse_history_step_onset_02,2026-01-01,C1,answered_consistent,2,1,1,1,2,1,1,0,1,S1
7.0,0.37654653039268426,0.5019167270059718,0.02699928601430725,4.302143374336901,4.768880694986596,5.676128252482233,1.5073045078599008,0.2857142857142857,11274.166666666666,6476.928912601164,2.0,0.7745833333333333,4,金毛,0.3878303557790737,0.41632897121386736,,,0.08807202464401981,0.09175949729264495,,,cold_start_sparse_history_step_onset_02,2026-01-04,C1,answered_consistent,1,0,1,0,2,1,1,1,1,S1
9.0,0.5451241671714112,0.796143295182899,0.04822188341507564,5.307621967885993,5.0,7.914782515552376,1.726278310914772,0.4444444444444444,10438.75,6752.60278985074,3.0,0.6879166666666667,6,金毛,0.4493266921234764,0.4394582384722024,,,0.08661381206095095,0.0880198262259199,,,cold_start_sparse_history_step_onset_02,2026-01-06,C1,answered_consistent,1,0,2,1,2,1,1,1,2,S2
7.0,0.36939313984168864,0.24024920987519907,0.012678058568612089,2.059278941787421,1.8665282421347824,3.391062865549689,0.905771713051034,0.2857142857142857,10784.0,9904.304888952749,2.0,0.7895833333333333,3,比熊,0.30770459032568787,0.30770459032568787,,,0.1625837544997305,0.1625837544997305,,,cyclical_conflicting_better_bichon_13,2026-01-03,C1,answered_conflicting_better,1,1,0,0,0,0,0,0,0,S0
10.0,0.5707762557077626,0.5292655203258279,0.03020921919667967,3.175593121954967,3.1294923560941617,5.08298665013389,1.1512068525667067,0.0,4377.888888888889,7350.469016697648,0.0,0.73,23,比熊,0.44317390445747246,0.26707220585830027,0.2707556522342195,0.33200400343816183,0.1617676137890531,0.1977509302565098,0.1949331334884054,0.47906339591007185,cyclical_conflicting_better_bichon_13,2026-01-23,C2,answered_conflicting_better,1,1,0,0,0,0,0,0,0,S1
11.0,0.6678809957498483,0.6134368201237623,0.03724570856853445,3.3460190188568855,3.3825365806505854,4.73920575859055,0.909580462801202,0.0,3367.2,6403.097997063608,0.0,0.6862499999999999,24,比熊,0.49996342377044006,0.32596610212522276,0.3117228931705294,0.34599887811781543,0.2123711066749528,0.24861944267305217,0.2143102639878399,0.47352292163282317,cyclical_conflicting_better_bichon_13,2026-01-24,C2,answered_conflicting_better,1,0,0,0,0,0,0,0,0,S1
8.0,0.49170251997541486,0.3862849006087288,0.023742157382220578,2.897136754565466,2.209081841353542,5.106852543512886,1.441612787014418,0.0,3363.1428571428573,4448.189757918268,0.0,0.6779166666666666,27,比熊,0.29632784329533984,0.41234089128689794,0.2739753515425563,0.3404798742486515,0.1988106590654086,0.19996613424252285,0.20743889087073838,0.44904949211921674,cyclical_conflicting_better_bichon_13,2026-01-27,C1,answered_conflicting_better,1,0,0,0,0,0,0,0,1,S0
8.0,0.3717472118959108,0.3737679108752789,0.017368397345505524,2.8032593315645915,2.6461351084246405,4.858284889871841,1.329930075844318,0.0,875.0,982.9614147346491,0.0,0.8966666666666666,39,比熊,0.19213544735303922,0.3600750373810286,0.30457800186172534,0.2938934286657792,0.16060549093517826,0.4519155279285097,0.32522735980431805,0.26638383372242835,cyclical_conflicting_better_bichon_13,2026-02-08,C1,answered_conflicting_better,0,0,0,0,0,0,0,0,0,S0
13.0,0.7407407407407407,0.8002755342613832,0.045599745541959155,3.6935793888986916,3.5328230897975663,5.612116956496374,1.052294647047155,0.3076923076923077,7088.916666666667,5938.143725923297,4.0,0.7312500000000001,1,金毛,,,,,,,,,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-01,C1,answered_consistent,1,1,2,1,2,2,1,2,2,S2
13.0,0.6240998559769564,0.8248765484299588,0.039600410390300475,3.8071225312151946,3.999959396283576,5.339207982554071,1.2046553247500222,0.3076923076923077,4357.583333333333,4110.344013549501,4.0,0.8679166666666666,2,金毛,0.6824202983588485,,,,0.08247756058007054,,,,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-02,C1,answered_consistent,1,0,1,0,2,2,1,2,2,S2
9.0,0.4653567735263702,0.5847740641641457,0.030236507971258826,3.8984937610943047,3.939853519204025,5.8401126527241685,1.3903269598613295,0.3333333333333333,9137.25,5896.851485114747,3.0,0.8058333333333333,3,金毛,0.6100657900813558,0.6100657900813558,,,0.13822734390797253,0.13822734390797253,,,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-03,C1,answered_consistent,1,0,0,0,0,1,0,0,0,S0
15.0,0.9316770186335402,0.9265784312478245,0.05755145535700772,3.706313724991298,3.8344636678056823,5.987769774083091,1.2678707686165245,0.2,5715.285714285715,6914.9102713791235,3.0,0.6708333333333334,7,金毛,0.6215348918419582,0.5921210071814845,0.5921210071814845,,0.28287362843913033,0.19235199618173748,0.19235199618173748,,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-07,C1,answered_consistent,2,0,2,0,2,2,2,1,2,S2
11.0,0.5997818974918212,0.7885104850094341,0.042994028626468596,4.30096628186964,4.279832768911223,5.92418304052212,1.206232299070392,0.2727272727272727,7209.8,7695.499448378904,3.0,0.7641666666666667,8,金毛,0.6363912471440849,0.5719840295744961,0.5930786184702767,,0.27878972590518575,0.1812586189112613,0.178103940638164,,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-08,C1,answered_consistent,1,1,2,0,2,2,1,0,1,S2
7.0,0.3239241092086997,0.49596079056692355,0.022950522469547596,4.2510924905736305,4.77741653784773,5.994153805266343,1.3939653179756581,0.2857142857142857,11084.833333333334,5741.768787190543,2.0,0.9004166666666666,12,金毛,0.4836105371499298,0.5141362827039206,0.5362007654381169,,0.1578390166886174,0.2340357065748454,0.18935540372213489,,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-12,C1,answered_consistent,1,1,1,0,2,1,0,0,0,S1
12.0,0.5244755244755245,0.7670143956154043,0.03352335645172222,3.8350719780770213,3.9656927797552717,5.29713219554766,1.0505422730032377,0.3333333333333333,6185.727272727273,4318.075604435365,4.0,0.9533333333333333,13,金毛,0.4452574174014612,0.535102096870868,0.5352988238256098,,0.10670278892949735,0.22622090974982278,0.18132316084351296,,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-13,C1,answered_consistent,1,1,1,0,2,2,0,0,1,S1
9.0,0.394563787812363,0.690953440812935,0.03029168964545967,4.606356272086233,4.55405622706753,5.853480373931372,1.0633315996311996,0.2222222222222222,6720.25,4840.103659788703,2.0,0.9504166666666666,14,金毛,0.41432114049886243,0.4583716353249855,0.525246321253235,,0.10172503271203996,0.146242835543529,0.17822385986978312,,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-14,C1,answered_consistent,1,0,0,0,0,0,0,0,0,S0
12.0,0.7142857142857143,0.8064976078436419,0.04800580999069297,4.032488039218209,4.365328715894812,5.591091484905861,1.2291682829891226,0.25,6491.727272727273,4423.989665673223,3.0,0.7000000000000001,15,金毛,0.5444416755245339,0.4747293234383988,0.5233566765064475,0.5378489474554002,0.16079338592660336,0.1692847391862721,0.17588823628734712,0.1785421467368637,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-15,C1,answered_consistent,1,1,2,0,1,1,0,0,2,S1
17.0,0.9906759906759907,1.065411828692638,0.06208693640399988,3.7602770424446046,3.3330828857336705,5.760929072501182,1.3250066653979837,0.23529411764705882,4901.1875,3874.9664872542767,4.0,0.715,16,金毛,0.6998418309246892,0.5821189469570546,0.549540686127807,0.5661506376566872,0.2983184689650338,0.22428577196004656,0.21498058083745114,0.2063199351556731,cyclical_long_period_three_cycles_goldenretriever_10,2026-01-16,C1,answered_consistent,2,1,2,0,1,2,1,1,1,S2
